qt.qpa.xcb: Has MIT-SHM     : true
qt.qpa.xcb: Has MIT-SHM FD  : true
qt.qpa.xcb: Using XInput version 2.2
qt.qpa.screen: adding QXcbScreen(0x5c287ce07e80, name="eDP-1", geometry=1920x1200+0+0, availableGeometry=1920x1148+0+0, devicePixelRatio=1.0, logicalDpi=QPair(96.0,96.0), physicalSize=508.0x317.0mm, screenNumber=0, virtualSize=1920x1200 (1920.0x1200.0mm), orientation=Qt::LandscapeOrientation, depth=24, refreshRate=60.0, root=4b9, windowManagerName="KWin") (Primary: true )
qt.qpa.screen: initializeScreens: primary output is "eDP-1"
qt.qpa.xcb: using glib dispatcher
qt.qpa.gl: Choosing xcb gl-integration based on following priority
 ("xcb_glx", "xcb_egl")
qt.qpa.gl: Xcb GLX gl-integration created
qt.qpa.gl: Xcb GLX gl-integration successfully initialized
qt.scenegraph.general: threaded render loop
qt.scenegraph.general: Using sg animation driver
qt.scenegraph.general: Animation Driver: using vsync: 16.67 ms
qt.qpa.gl: Requested format before FBConfig/Visual selection: QSurfaceFormat(version 2.0, options QFlags<QSurfaceFormat::FormatOption>(), depthBufferSize 24, redBufferSize 8, greenBufferSize 8, blueBufferSize 8, alphaBufferSize -1, stencilBufferSize 8, samples -1, swapBehavior QSurfaceFormat::DoubleBuffer, swapInterval 1, colorSpace QSurfaceFormat::DefaultColorSpace, profile  QSurfaceFormat::NoProfile)
qt.qpa.gl: Available GLX extensions: GLX_ARB_context_flush_control GLX_ARB_create_context GLX_ARB_create_context_no_error GLX_ARB_create_context_profile GLX_ARB_create_context_robustness GLX_ARB_fbconfig_float GLX_ARB_framebuffer_sRGB GLX_ARB_get_proc_address GLX_ARB_multisample GLX_EXT_buffer_age GLX_EXT_create_context_es2_profile GLX_EXT_create_context_es_profile GLX_EXT_fbconfig_packed_float GLX_EXT_framebuffer_sRGB GLX_EXT_no_config_context GLX_EXT_swap_control GLX_EXT_swap_control_tear GLX_EXT_texture_from_pixmap GLX_EXT_visual_info GLX_EXT_visual_rating GLX_INTEL_swap_event GLX_MESA_copy_sub_buffer GLX_MESA_gl_interop GLX_MESA_query_renderer GLX_MESA_swap_control GLX_OML_sync_control GLX_SGIS_multisample GLX_SGIX_fbconfig GLX_SGIX_pbuffer GLX_SGIX_visual_select_group GLX_SGI_make_current_read GLX_SGI_swap_control GLX_SGI_video_sync 
qt.qpa.gl: Got format: QSurfaceFormat(version 2.0, options QFlags<QSurfaceFormat::FormatOption>(), depthBufferSize 24, redBufferSize 8, greenBufferSize 8, blueBufferSize 8, alphaBufferSize 0, stencilBufferSize 8, samples -1, swapBehavior QSurfaceFormat::DoubleBuffer, swapInterval 1, colorSpace QSurfaceFormat::DefaultColorSpace, profile  QSurfaceFormat::NoProfile)
qt.qpa.xdnd: dndEnable QPlatformSurface(0x5c287d58df80, class=QSurface::Window, type=QSurface::OpenGLSurface, window=Main_QMLTYPE_34(0x5c287d2f0ec0)) true
qt.qpa.xdnd: setting XdndAware for 94371862
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 211
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_XKB_* event(85) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_FOCUS_IN(9) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_CLIENT_MESSAGE(33) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_PROPERTY_NOTIFY(28) | sequence: 807
qt.qpa.events: Event | XCB_ENTER_NOTIFY(7) | sequence: 808
qt.qpa.events: Event | XInput Event(XCB_INPUT_ENTER) | sequence: 808
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 808
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 815
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 815
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 816
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 816
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 818
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 820
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 822
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 823
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 823
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 824
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 824
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 825
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 826
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 827
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 828
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 828
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 829
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 830
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 831
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 831
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 832
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 833
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 834
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 835
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 836
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 836
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 836
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 837
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 837
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 837
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 837
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 838
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 838
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 839
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 840
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 841
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 842
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 843
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 843
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 844
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 844
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 845
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 845
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 846
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 846
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 847
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 847
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 848
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 849
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 853
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 854
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 855
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 856
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 856
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 857
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 857
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 858
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 858
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 859
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 861
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 862
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 862
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 863
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 863
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 864
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 864
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 865
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 865
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 866
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 866
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 867
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 867
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 868
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 868
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 869
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 869
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 870
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 870
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 871
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 871
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 872
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 872
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 873
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 874
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 875
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 876
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 877
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 877
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 878
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 879
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 880
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 881
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 882
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 884
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 886
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 887
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 888
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 890
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 891
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 892
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 893
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 893
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 894
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 895
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 896
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 896
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 897
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 897
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 898
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 898
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 899
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 899
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 900
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 901
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 902
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 902
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 903
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 904
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 906
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 907
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 908
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 909
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 909
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 910
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 911
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 911
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 912
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 913
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 916
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 916
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 917
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 918
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 919
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 920
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 921
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 922
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 924
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 925
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 926
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 926
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 927
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 928
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 929
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 929
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 929
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 929
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 929
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 930
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 930
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 931
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 933
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 934
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 934
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 935
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 936
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 937
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 937
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 938
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 938
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 938
qt.qpa.events: Event | XInput Event(XCB_INPUT_MOTION) | sequence: 938
